ContA-ContB	ContA-ContC	ContA-DefaultA	ContA-DefaultB	ContA-DefaultC	ContA-DorsAttnA	ContA-DorsAttnB	ContA-LimbicA	ContA-LimbicB	ContA-SalVentAttnA	ContA-SalVentAttnB	ContA-SomMotA	ContA-SomMotB	ContA-TempPar	ContA-VisCent	ContA-VisPeri
3.531783	12.434857	19.111849	12.015473	6.214682	13.392601	5.537149	4.157413	0.082047	0.316987	0.070875	6.984019	1.761146	1.07567	8.784021	5.316126
4.703793	4.336166	8.462352	6.816057	0.954642	2.549961	1.313909	30.731741	21.699806	0.337223	6.349757	15.320134	9.43144	1.494696	5.740063	18.000498
3.029295	2.059107	0.486377	0.326781	1.168365	1.426189	1.859269	26.686573	1.995651	4.770485	1.765058	1.44141	0.263304	3.118885	10.094995	2.169117
10.154352	0.065531	0.33969	0.443653	2.51974	2.494879	9.406622	21.725897	16.497432	3.640657	12.532623	6.758513	0.708282	1.223792	1.153626	0.972851
2.042798	6.285153	3.783349	0.850551	1.47054	1.974277	0.746107	30.977532	1.178983	2.682053	3.866923	1.551984	0.655124	3.060177	1.258298	0.947189
7.55998	4.411623	3.408051	11.766885	2.500876	1.57588	3.474809	7.524921	10.65425	5.635553	14.425813	1.762799	0.118417	0.244798	2.872597	0.441788
11.682216	9.226324	2.777687	5.181531	1.39727	6.803201	6.419646	16.701522	12.525045	0.04455	7.248591	1.204783	3.919468	4.286441	0.075527	0.319658
10.145345	0.02944	0.688357	0.086941	0.228011	2.597396	0.975137	13.876252	6.079236	0.144837	0.966437	7.680501	3.1485	0.256327	0.184901	6.151627
14.997907	0.428201	1.92004	6.345443	5.175056	0.334066	4.387684	30.120927	4.926798	8.125275	5.483468	13.727614	3.015159	0.661864	1.466885	7.473436
2.033611	3.088498	2.074192	4.545992	2.070473	4.488326	0.271655	21.82055	10.571977	0.049273	10.898685	3.248241	2.059258	0.203869	1.944269	1.510816
4.482879	1.292778	4.245399	4.411842	2.597464	1.573131	0.326661	32.230729	11.406347	2.121804	7.006101	7.603613	0.629225	0.894033	1.845713	1.857754
8.87905	0.664759	2.218167	5.217684	0.53255	3.043986	0.626499	31.965614	20.727799	10.522965	14.148958	16.282844	1.415999	4.522427	1.193567	4.469209
16.395752	32.172167	39.755731	41.721461	7.446172	2.056025	12.907912	49.210092	28.72449	2.116582	16.839462	1.944416	3.186105	4.213214	15.663219	0.135697
6.982071	1.091698	1.472635	2.552185	5.0466	6.840558	3.004288	10.174489	11.732765	1.313113	8.277563	6.865342	5.381946	2.813539	0.079603	6.539787
0.883775	3.215976	3.430064	0.315448	7.62976	0.855607	2.129078	16.082577	12.899822	3.707863	5.35326	2.562694	0.667648	6.237386	1.913006	0.011272
0.742195	0.823448	15.756847	0.831127	0.212318	1.71979	2.371311	12.230381	5.264107	2.727328	5.444271	5.221739	5.566746	0.991791	3.055813	2.175775
7.557646	0.78893	4.245912	7.074067	0.901502	0.417005	4.315711	27.108664	2.969537	8.970306	0.695044	7.100049	7.088433	1.615037	3.226905	8.979763
10.796834	4.678661	7.68137	12.2636	0.81463	6.020653	0.310317	21.347337	3.445305	1.353167	4.347324	6.004542	2.274615	1.034314	0.243278	3.194567
1.051858	0.747302	1.361579	1.394222	1.590563	1.472597	0.319003	11.596864	2.971708	0.542364	0.107847	5.941694	1.709281	1.010576	9.839102	5.551933
6.722827	9.707491	11.350219	10.540892	0.711229	2.854025	4.312292	35.902834	21.890763	1.176143	15.008923	5.204678	4.072249	0.170768	0.184586	11.167186
5.799098	7.314888	13.675423	16.307772	14.131745	2.14589	0.046104	57.64654	42.529163	4.09287	10.863602	15.431952	5.497546	1.815089	3.298949	11.581026
2.646516	1.193361	5.772693	3.993996	1.177499	0.275518	1.196851	36.352837	7.246559	4.614498	5.409718	8.875056	0.124545	1.702962	2.738771	0.755503
2.206443	0.732798	1.148516	5.650912	0.602408	0.315637	0.7665	8.605153	3.704342	0.945702	0.431333	0.426021	0.984524	0.066747	0.634578	0.010466
3.633093	0.424802	1.808455	1.247282	0.340761	1.863972	1.488139	29.927684	1.295128	2.697166	1.449654	6.328743	0.589329	0.407934	2.963513	4.507079
5.514348	0.323476	1.079305	0.389998	0.125253	1.577876	0.281491	11.582635	3.219042	4.188876	5.380722	0.320855	5.152425	6.8726	0.67018	2.50143
1.649954	1.021752	3.629578	5.952214	6.524227	0.364602	0.236362	9.744136	5.991419	5.367133	5.484076	4.243021	2.542657	5.475183	0.262338	1.691478
4.509423	2.964056	2.082042	0.334209	1.253937	0.962374	2.606358	32.936588	8.682893	4.266841	13.811031	0.287889	0.200739	8.461839	0.270823	0.272293
5.042006	1.248187	1.355787	0.394909	0.06175	0.862333	7.777539	26.539394	16.336322	0.064106	1.705873	1.737858	0.121547	0.416292	2.372373	0.548917
3.680588	9.481921	7.447496	3.445763	1.522277	3.912682	0.399037	18.383824	8.423301	2.394691	19.560013	0.914802	2.345037	0.127173	2.401078	1.066626
7.813877	11.154179	7.636465	7.780371	4.141594	0.140625	13.476811	40.692014	13.95081	3.489458	14.923562	3.361381	1.656006	3.477695	2.962739	1.083647
3.034784	14.435654	7.269674	7.855033	9.47972	2.122996	1.404673	23.755286	10.514479	0.454305	1.484407	0.34023	1.747051	6.717864	2.316445	0.980701
7.700155	3.351592	0.941677	1.030735	1.157861	0.057662	2.525512	14.519158	3.009615	0.215401	5.131708	2.889327	3.356097	0.213252	0.093723	0.414522
6.368951	3.338014	14.2881	3.167397	1.993011	1.872297	1.31239	17.5385	13.361177	2.144188	20.399221	3.410922	2.302391	0.871417	4.267472	0.250111
1.614482	0.969322	1.060664	2.725091	1.117165	0.414656	0.697564	5.680349	9.130371	3.074881	3.293078	0.961865	1.037103	0.471632	0.478354	0.596999
5.78667	3.141171	6.994789	3.691099	0.526079	0.303757	2.207195	23.703671	8.948548	4.967637	7.213668	4.493476	1.901975	0.018939	0.141819	0.510828
6.827386	0.921991	0.931451	0.657422	0.103873	0.225258	1.629416	3.95124	4.262322	1.275143	2.625812	1.056768	1.251329	1.032154	1.068887	1.717292
10.688646	4.296219	2.898503	0.016004	1.075067	0.134145	5.300653	27.287017	3.359203	1.750334	2.728045	1.489535	0.430614	3.65403	0.278941	1.253461
3.072383	4.299802	3.302502	2.41429	0.219626	1.728127	1.555902	16.152181	3.318193	2.289662	0.146981	6.32611	2.002933	0.361987	1.754209	3.370516
0.335676	1.388069	0.56874	1.237602	0.028588	1.348907	1.30848	6.922286	4.172531	1.643025	4.38901	2.613378	7.207905	2.893335	12.043266	3.45958
3.999427	2.993018	3.439753	3.701598	0.382791	1.403647	1.403891	17.759794	11.13253	2.493642	5.673718	8.049291	3.818045	0.139684	7.0046	3.094309
10.492864	11.236922	11.854775	18.212994	1.345533	7.274434	2.676301	39.90619	26.915492	2.981343	5.960701	2.040657	2.844094	0.308528	5.252259	5.766693
1.156223	0.68849	4.236187	5.640743	2.405127	7.475913	1.550658	27.890425	12.917345	0.51095	7.164935	12.086479	0.294896	3.572172	1.092572	4.831203
10.468564	0.792823	2.444191	9.623421	1.42302	1.769633	4.87466	9.704376	17.686383	1.220899	0.780998	14.061332	6.317408	3.711293	0.875663	4.49293
2.967574	2.859547	2.422121	2.745668	0.336563	3.142703	0.985785	23.549771	14.802359	2.452497	2.18834	0.148856	1.372535	0.413476	0.340519	0.703576
8.974403	6.904767	8.760737	9.140698	5.564338	1.680319	3.32538	9.803991	3.546371	0.336079	5.26953	1.926718	3.642954	1.727203	3.480993	1.637197
8.8251	0.379404	1.011668	0.779869	3.478911	1.067163	3.07343	26.317952	2.608141	2.955755	7.201117	1.433813	2.985546	6.791468	12.484979	5.803476
16.156792	0.37081	2.110092	7.177434	1.715866	1.551292	3.372514	35.597908	1.013095	4.34692	3.140744	6.343192	2.024035	0.629492	1.253001	6.583324
3.56846	8.6698	7.131147	7.607486	0.022403	0.549202	0.864823	46.571509	16.04533	0.094365	10.667435	8.295138	0.083731	0.037618	0.152354	4.055224
5.703511	9.206452	26.933678	10.509301	0.049997	5.016965	1.681675	23.016333	22.922003	0.247223	16.563659	15.535236	5.028914	0.225512	0.91008	1.860458
0.292305	1.933981	2.435674	8.241785	0.092901	4.161368	2.276007	21.970501	11.926093	2.493666	12.123569	10.243664	7.368513	2.033777	1.548533	4.365067
2.463922	2.11187	0.093174	0.374144	0.659194	1.866962	0.758755	10.213755	3.569706	0.529937	7.329935	7.49786	0.952892	2.355145	0.063467	1.858539
16.91037	1.631449	5.061866	9.74016	0.788185	3.200531	6.856878	55.648144	7.660374	1.905194	5.95678	9.133966	4.214246	1.373003	4.983756	5.467372
6.654529	0.323937	3.148912	2.827479	0.262141	1.07863	1.654522	30.231972	14.734418	3.396883	7.540568	1.463192	0.171644	3.115902	0.111309	3.250225
9.266084	0.826577	0.567861	3.170445	4.183054	3.603571	0.817885	25.066871	7.581159	1.332922	6.192149	13.40225	0.902956	1.870118	10.872346	5.407485
12.938489	8.228212	5.456315	3.178507	2.256449	13.586172	0.182635	32.777267	3.908873	6.645473	0.777029	4.682202	11.98657	1.802784	0.414882	1.028637
7.311701	2.222745	8.219452	0.106726	3.268509	0.851839	3.07851	24.974013	5.919682	0.290449	0.659093	0.854261	0.55859	3.087115	2.20301	2.987892
1.24713	1.642594	6.626896	2.251577	0.065208	4.734033	0.214281	18.355459	12.953	6.38692	6.179407	3.799501	0.249076	1.972011	0.076868	0.059035
4.637398	2.147959	0.977291	1.340805	2.92171	3.008023	0.727143	21.850248	21.705284	0.852002	3.401516	1.161113	0.891648	1.467375	4.2194	3.316758
8.770271	1.654072	1.040399	3.843699	1.044408	6.498559	0.03846	15.663625	9.585706	0.442838	2.82748	8.785336	8.087802	1.189701	2.806813	5.559632
13.401465	0.192437	0.391773	8.099255	0.604957	0.110673	1.807582	34.412721	10.43154	0.56915	1.095301	3.706478	1.498843	0.325759	6.198583	0.387898
10.99182	8.50868	26.493733	15.932454	4.249388	0.394673	1.362702	12.080936	27.444498	0.204987	8.143458	5.176558	1.873038	2.065519	0.457708	2.856357
12.532514	7.732751	9.506704	13.095639	4.413411	2.457417	1.954771	32.705462	23.541109	1.698856	12.832073	3.966317	0.920027	1.677224	6.3729	6.266131
12.518431	6.916511	3.238633	2.12064	4.628919	1.101286	2.839739	24.30945	9.645766	8.190595	3.975105	5.091972	3.595845	1.836323	2.321657	0.188565
3.163941	1.855085	10.357264	1.678685	1.050542	4.335849	6.983121	19.720413	20.160578	1.324752	4.88196	0.95346	0.249228	1.338802	0.66797	0.470538
7.072009	7.467677	4.124085	4.233884	1.340474	13.832479	1.611034	9.64916	14.730942	2.401155	4.548559	3.425894	0.038967	0.965554	0.181894	4.288533
13.262267	2.845691	8.001223	8.856912	0.284861	0.120949	0.294436	20.963258	4.968669	1.987424	5.491031	5.619706	0.749585	0.0453	0.742913	1.841884
12.685062	2.2445	1.138328	6.591747	1.71975	9.538985	2.466783	42.640859	9.010575	1.108431	11.235918	4.865358	0.039195	0.020414	0.178867	2.709377
14.743599	13.72416	4.738151	1.016331	4.331692	0.337221	1.004722	20.699775	4.453816	0.989861	2.482683	2.489749	1.255816	4.043291	0.095511	2.681251
0.128578	0.342958	0.379428	0.355716	0.325049	0.969036	0.339739	11.036269	2.407656	0.084907	6.41653	2.651632	0.521585	3.368995	0.831062	3.157564
0.890879	6.648335	5.14563	2.554737	1.351294	0.849246	2.576762	11.140361	2.011222	1.391849	3.735634	1.483017	2.181945	3.881562	0.101595	2.295805
1.055148	0.836849	1.829968	0.586924	1.025866	0.037443	1.268123	20.917011	5.37934	4.028117	5.943678	3.178851	0.616848	5.806907	1.205537	0.092149
2.527733	2.157803	2.940101	0.292658	0.897303	0.875311	1.102635	24.25011	14.982607	8.383323	13.35465	3.537799	8.44629	2.544898	1.31867	1.852261
8.29033	7.558494	0.496242	5.440448	0.555962	4.64333	0.054761	26.504739	24.746804	2.053074	3.570229	4.3837	2.915584	5.447214	1.046677	6.065827
4.823913	1.022705	1.33567	3.386662	3.862185	0.456621	1.254059	20.089964	4.03127	1.41803	3.663175	4.111146	1.853056	5.16892	0.300126	10.283634
1.426449	0.643479	0.42916	1.127103	1.018083	0.222651	0.170668	34.538161	6.498047	0.152192	1.982298	8.920866	0.828616	1.126719	1.910894	3.56928
5.3374	5.747163	10.528975	7.844642	0.08164	7.923009	3.472827	36.275028	8.506678	7.616077	19.580422	6.665125	1.957436	5.86066	0.859264	8.104904
5.46729	2.751579	21.504544	1.664511	6.659741	1.121307	1.747822	29.012422	3.264418	3.670546	3.530509	0.326101	1.623184	0.844011	2.089967	0.089623
7.194473	6.196974	0.738319	0.446798	1.102694	0.827149	1.47645	34.814977	6.317223	0.166762	7.05723	0.868731	11.11029	7.468121	1.008705	1.541386
5.172849	7.655693	11.881044	13.826751	4.351201	5.849894	1.277666	12.849393	22.246624	2.426873	15.808051	13.478373	1.635348	0.802628	0.841282	9.07819
4.809856	2.067882	0.309602	5.874062	1.386593	9.176726	3.769524	14.068327	6.263671	1.954747	9.938215	17.873477	7.959443	4.070708	13.69823	10.467986
10.061195	1.194239	2.758205	2.202286	3.105472	0.371532	1.207264	28.777729	8.196394	1.481318	8.911603	4.463363	1.380581	4.020308	1.93331	2.979976
11.453751	8.474532	6.421398	9.516838	1.674694	0.288325	3.339258	17.690561	9.08863	1.594131	2.920297	2.041601	0.086791	0.063952	0.978417	4.123438
5.595691	0.806069	0.485612	5.139591	0.463204	1.772663	0.591056	24.590574	9.756252	2.022774	4.733884	6.019641	4.880559	1.898884	10.524476	2.021586
8.776253	0.730488	0.615886	2.880161	1.49807	1.203962	4.104963	7.96553	5.335795	3.449857	2.534169	9.568558	2.02113	0.023624	0.749264	5.077201
6.699387	0.302194	1.25495	0.971436	0.584203	0.935929	0.815278	19.01252	10.45094	12.013713	11.190996	3.334468	1.13954	2.094111	0.46026	0.678064
18.926374	4.843406	6.392446	13.683401	13.837917	7.682984	2.798901	25.296464	7.44589	1.091926	5.18278	10.513977	8.355647	10.044389	9.823819	12.902915
0.678498	0.201315	1.753218	1.231966	3.900645	5.386111	3.622339	3.837451	9.51037	4.781329	8.616447	2.763817	6.162304	9.656833	1.010701	1.351943
6.854601	3.452209	0.219794	3.987289	2.891437	0.669656	4.196992	33.455402	7.368965	0.87997	6.159	9.021348	6.458345	9.10044	2.813669	4.518562
0.973605	2.268677	5.421068	2.438474	4.545246	11.307471	0.009004	8.310217	7.695363	0.776313	1.984989	4.056625	4.381753	3.781706	6.110512	3.686075
24.907249	13.137142	11.213311	12.0252	6.055029	1.621391	3.208465	38.102156	4.48086	4.726737	5.348447	3.826292	2.619563	1.847341	2.025713	0.997862
15.271227	14.323497	21.24621	9.63833	0.125391	7.423348	0.666497	31.601996	19.447054	1.089439	6.369131	2.373749	1.146999	4.157498	1.249061	2.041336
15.172185	2.648654	9.525189	10.599959	7.259252	5.679405	7.819942	10.791199	7.725715	0.04833	4.790843	1.242029	2.092053	6.440563	0.724414	0.772406
5.321055	3.38649	0.737675	5.858419	2.133021	0.015934	6.813557	30.432123	7.045501	8.942943	9.072584	14.773537	1.089791	1.141804	8.085415	2.046274
3.847408	6.183146	1.913024	0.84399	0.174078	3.325209	0.594355	22.787041	15.559846	7.81153	8.296162	5.115122	1.014786	0.321645	0.55619	1.745546
8.431266	3.515548	1.607388	2.822719	0.384616	2.083089	0.649503	20.052424	4.09283	1.078821	2.571249	2.602165	2.212875	2.371575	1.909994	0.193373
5.294272	0.054308	0.282883	0.256792	1.764113	2.265555	0.10541	19.12869	6.815316	1.985309	0.461736	0.200297	6.94811	8.266586	0.737935	1.044386
2.452581	2.097618	0.011545	0.186661	4.235913	0.434679	0.780714	15.585335	0.807178	1.855141	0.116229	0.66463	3.003889	1.56809	3.229334	0.564789
3.904142	0.165373	1.400655	1.051355	1.965315	0.18185	8.743288	14.765707	10.891961	0.829582	8.218285	0.759522	1.102406	3.616568	2.592517	4.550483
0.037308	1.824925	6.578485	2.08937	3.396691	5.694934	0.037816	22.396661	12.376515	2.127994	6.873817	1.931583	2.391519	0.359675	4.564881	3.504602
2.157092	3.305369	0.762569	3.621782	1.552764	0.020132	8.341701	26.570404	12.077577	1.153789	6.966177	3.030692	1.109752	1.532611	2.177106	2.300135
5.581521	0.056974	1.855317	1.448826	0.589747	4.860204	1.750667	34.424919	2.435569	0.699679	5.183805	4.976333	5.906958	0.806347	1.747978	8.924794
2.258868	3.732672	6.722941	7.271844	4.235939	6.609875	2.056251	10.868593	8.267626	0.614018	4.284346	2.557	0.646312	0.851726	0.768615	5.141355
20.770022	1.106836	3.127347	7.043678	3.246417	0.145795	5.658802	23.747889	3.485231	5.82452	2.38005	12.679245	6.321838	4.408235	3.041715	10.316985
2.129275	0.619709	3.142909	7.566081	1.933989	2.480308	4.449888	23.136744	7.120107	0.105308	2.061478	4.778126	0.514248	2.107291	5.096743	5.274665
0.804036	4.21956	2.572919	5.997924	1.042937	5.079018	0.009048	10.692988	7.940794	4.335926	5.730477	0.111932	1.041528	0.772209	1.832262	0.975552
4.26529	1.876064	3.886759	3.140023	1.228882	5.270088	0.121889	19.489951	2.911211	1.866651	1.023421	3.180656	1.615169	1.431908	1.507144	5.227987
16.60366	6.945787	2.535708	10.366582	5.498843	7.050761	2.409144	24.276871	10.871687	1.393238	4.071036	1.922828	3.628604	5.36739	3.755377	6.408188
10.801002	3.852464	7.665582	1.377048	0.837118	2.736453	2.054145	9.89374	2.3928	7.1336	5.623771	5.433506	0.446892	0.924052	0.301412	2.842749
10.369244	0.036492	4.048633	10.447937	1.601823	2.663447	1.851298	6.379667	8.820787	1.121483	0.390457	4.341832	4.127057	4.644695	4.407581	8.352032
0.842232	0.700033	1.397902	1.490274	2.990783	0.741339	6.168597	20.20321	7.919526	1.490547	2.853769	2.519298	0.109514	6.409648	0.116869	6.206529
7.120883	3.406061	6.156227	9.642441	0.870915	3.103575	0.055492	17.491777	0.802848	3.632354	2.742644	1.225668	5.81614	5.84095	0.111662	2.413407
1.546593	3.159518	4.409561	0.980061	2.911834	2.740172	0.712852	32.995499	6.993612	1.789916	10.024786	7.702159	0.352152	6.059104	5.192394	2.646225
